ticker,CSIIGL Index,GSUSCAI Index,GSCNCAI Index,WRAIRISK Index,VIX Index,FEDL01 Index,USGG10YR Index,XAU BGN Curncy,GSUSFCI Index,GSCNFCI Index,GSGLCAI Index
field,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
date,,,,,,,,,,,
1982-11-02,,0.17,,,,9.25,,431.0,,,
1982-11-03,,,,,,9.68,10.462,427.5,,,
1982-11-04,,,,,,9.55,10.422,424.75,,,
1982-11-05,,,,,,9.4,10.482,417.5,,,
1982-11-08,,,,,,9.45,10.552,407.25,,,
1982-11-09,,,,,,9.31,10.512,409.25,,,
1982-11-10,,,,,,9.64,10.482,411.0,,,
1982-11-11,,,,,,9.64,,401.25,,,
1982-11-12,,,,,,9.61,10.582,398.0,,,
1982-11-15,,,,,,9.82,10.652,403.25,,,
1982-11-16,,,,,,9.56,10.672,407.5,,,
1982-11-17,,,,,,9.42,10.592,412.5,,,
1982-11-18,,,,,,9.5,10.462,408.5,,,
1982-11-19,,,,,,9.06,10.422,417.6,,,
1982-11-22,,,,,,8.79,10.432,410.5,,,
1982-11-23,,,,,,8.54,10.532,406.0,,,
1982-11-24,,,,,,8.36,10.592,409.25,,,
1982-11-25,,,,,,8.36,,410.5,,,
1982-11-26,,,,,,8.54,10.512,417.75,,,
1982-11-29,,,,,,8.83,10.782,434.0,,,
1982-11-30,,,,,,8.93,10.792,436.0,,,
1982-12-01,,2.84,,,,9.1,10.742,440.25,,,
1982-12-02,,1.53,,,,9.09,10.682,446.25,,,
1982-12-03,,,,,,8.93,10.472,441.25,,,
1982-12-06,,,,,,8.81,10.462,445.25,,,
1982-12-07,,,,,,8.51,10.482,454.5,,,
1982-12-08,,,,,,8.7,10.622,445.0,,,
1982-12-09,,,,,,8.84,10.582,437.5,,,
1982-12-10,,,,,,8.83,10.662,435.75,,,
1982-12-13,,,,,,8.99,10.612,438.75,,,
1982-12-14,,,,,,8.55,10.462,449.4,,,
1982-12-15,,,,,,9.13,10.502,437.5,,,
1982-12-16,,,,,,8.99,10.592,440.25,,,
1982-12-17,,,,,,8.79,10.642,437.0,,,
1982-12-20,,,,,,8.6,10.702,440.25,,,
1982-12-21,,,,,,8.39,10.542,442.25,,,
1982-12-22,,,,,,8.5,10.532,447.25,,,
1982-12-23,,,,,,8.62,10.472,445.75,,,
1982-12-24,,,,,,8.58,,,,,
1982-12-27,,,,,,8.7,10.428,,,,
1982-12-28,,,,,,8.99,10.428,,,,
1982-12-29,,,,,,9.46,10.447,460.5,,,
1982-12-30,,,,,,10.75,10.434,456.9,,,
1982-12-31,,,,,,11.2,10.389,,,,
1983-01-03,,6.42,,,,9.19,10.322,,,,
1983-01-04,,,,,,9.47,10.372,449.5,,,
1983-01-05,,,,,,8.46,10.352,454.0,,,
1983-01-06,,,,,,8.48,10.392,454.5,,,
1983-01-07,,,,,,8.27,10.362,465.0,,,
1983-01-10,,,,,,8.34,10.382,474.0,,,
1983-01-11,,,,,,8.47,10.342,484.5,,,
1983-01-12,,,,,,8.87,10.322,480.5,,,
1983-01-13,,,,,,8.64,10.272,488.25,,,
1983-01-14,,,,,,8.43,10.282,483.25,,,
1983-01-17,,,,,,8.54,10.282,498.5,,,
1983-01-18,,,,,,8.36,10.302,485.0,,,
1983-01-19,,,,,,8.59,10.412,495.5,,,
1983-01-20,,,,,,8.47,10.432,487.25,,,
1983-01-21,,,,,,8.28,10.612,485.0,,,
1983-01-24,,,,,,8.53,10.702,476.0,,,
1983-01-25,,,,,,8.56,10.622,488.75,,,
1983-01-26,,,,,,8.69,10.692,486.5,,,
1983-01-27,,,,,,8.45,10.672,496.5,,,
1983-01-28,,,,,,8.39,10.712,493.75,,,
1983-01-31,,,,,,8.56,10.802,499.5,,,
1983-02-01,,4.16,,,,8.63,10.782,508.5,,,
1983-02-02,,2.68,,,,8.9,10.882,498.25,,,
1983-02-03,,,,,,8.54,10.932,503.5,,,
1983-02-04,,,,,,8.46,10.992,498.5,,,
1983-02-07,,,,,,8.56,10.962,490.25,,,
1983-02-08,,,,,,8.44,10.992,497.25,,,
1983-02-09,,,,,,8.58,11.002,490.5,,,
1983-02-10,,,,,,8.64,10.832,496.0,,,
1983-02-11,,,,,,8.53,10.802,504.5,,,
1983-02-14,,,,,,8.49,10.802,500.5,,,
1983-02-15,,,,,,8.6,10.842,509.25,,,
1983-02-16,,,,,,9.0,10.812,508.5,,,
1983-02-17,,,,,,8.67,10.712,504.75,,,
1983-02-18,,,,,,8.42,10.602,503.5,,,
1983-02-21,,,,,,8.42,,504.5,,,
1983-02-22,,,,,,8.48,10.462,485.5,,,
1983-02-23,,,,,,8.49,10.442,470.25,,,
1983-02-24,,,,,,8.39,10.422,475.0,,,
1983-02-25,,,,,,8.22,10.262,464.75,,,
1983-02-28,,,,,,8.53,10.272,408.5,,,
1983-03-01,,6.45,,,,8.65,10.222,414.0,,,
1983-03-02,,5.9,,,,8.83,10.262,430.0,,,
1983-03-03,,,,,,8.53,10.232,429.5,,,
1983-03-04,,,,,,8.5,10.272,412.5,,,
1983-03-07,,,,,,8.82,10.432,420.75,,,
1983-03-08,,,,,,8.79,10.522,417.5,,,
1983-03-09,,,,,,8.49,10.482,426.0,,,
1983-03-10,,,,,,8.48,10.552,434.75,,,
1983-03-11,,,,,,8.4,10.592,420.5,,,
1983-03-14,,,,,,8.53,10.482,428.5,,,
1983-03-15,,,,,,8.82,10.462,434.5,,,
1983-03-16,,,,,,8.93,10.532,419.0,,,
1983-03-17,,,,,,8.74,10.562,416.5,,,
1983-03-18,,,,,,8.7,10.582,421.75,,,
1983-03-21,,,,,,8.78,10.602,414.5,,,
1983-03-22,,,,,,8.84,10.622,421.25,,,
1983-03-23,,,,,,8.76,10.582,410.0,,,
1983-03-24,,,,,,8.85,10.582,415.5,,,
1983-03-25,,,,,,8.76,10.642,411.75,,,
1983-03-28,,,,,,8.89,10.662,408.75,,,
1983-03-29,,,,,,8.96,10.602,412.25,,,
1983-03-30,,,,,,9.17,10.592,418.0,,,
1983-03-31,,,,,,10.81,10.622,414.75,,,
1983-04-01,,,,,,9.12,,,,,
1983-04-04,,6.18,,,,9.24,10.602,,,,
1983-04-05,,,,,,9.53,10.492,426.75,,,
1983-04-06,,,,,,9.1,10.492,428.5,,,
1983-04-07,,,,,,9.0,10.512,425.78,,,
1983-04-08,,,,,,8.84,10.512,421.25,,,
1983-04-11,,,,,,8.73,10.412,426.75,,,
1983-04-12,,,,,,8.61,10.422,432.75,,,
1983-04-13,,,,,,8.47,10.392,429.25,,,
1983-04-14,,,,,,8.69,10.292,435.5,,,
1983-04-15,,,,,,8.73,10.332,436.5,,,
1983-04-18,,,,,,8.65,10.292,443.0,,,
1983-04-19,,,,,,8.76,10.392,439.5,,,
1983-04-20,,,,,,8.61,10.392,433.75,,,
1983-04-21,,,,,,8.7,10.432,439.5,,,
1983-04-22,,,,,,8.52,10.422,437.0,,,
1983-04-25,,,,,,8.48,10.402,441.5,,,
1983-04-26,,,,,,8.45,10.372,435.5,,,
1983-04-27,,,,,,8.9,10.292,434.25,,,
1983-04-28,,,,,,8.83,10.312,428.5,,,
1983-04-29,,,,,,8.84,10.272,429.25,,,
1983-05-02,,6.92,,,,8.77,10.262,,,,
1983-05-03,,,,,,8.81,10.262,433.5,,,
1983-05-04,,,,,,8.64,10.122,432.75,,,
1983-05-05,,,,,,8.69,10.162,433.75,,,
1983-05-06,,,,,,8.45,10.132,431.25,,,
1983-05-09,,,,,,8.46,10.252,434.0,,,
1983-05-10,,,,,,8.35,10.162,443.75,,,
1983-05-11,,,,,,8.51,10.182,443.0,,,
1983-05-12,,,,,,8.56,10.232,439.75,,,
1983-05-13,,,,,,8.39,10.222,441.25,,,
1983-05-16,,,,,,8.73,10.372,436.25,,,
1983-05-17,,,,,,8.81,10.412,440.75,,,
1983-05-18,,,,,,8.83,10.432,442.75,,,
1983-05-19,,,,,,8.75,10.492,442.6,,,
1983-05-20,,,,,,8.68,10.542,438.75,,,
1983-05-23,,,,,,8.74,10.572,432.75,,,
1983-05-24,,,,,,8.72,10.562,436.8,,,
1983-05-25,,,,,,8.76,10.582,441.75,,,
1983-05-26,,,,,,8.7,10.632,440.0,,,
1983-05-27,,,,,,8.59,10.622,437.25,,,
1983-05-30,,,,,,8.59,,,,,
1983-05-31,,,,,,8.94,10.801,437.5,,,
1983-06-01,,7.36,,,,9.38,10.716,410.0,,,
1983-06-02,,7.37,,,,8.84,10.748,412.5,,,
1983-06-03,,,,,,8.77,10.801,411.5,,,
1983-06-06,,,,,,8.92,10.748,407.75,,,
1983-06-07,,,,,,8.95,10.818,400.25,,,
1983-06-08,,,,,,8.84,10.844,403.0,,,
1983-06-09,,,,,,8.83,10.834,407.75,,,
1983-06-10,,,,,,8.75,10.759,411.25,,,
1983-06-13,,,,,,8.78,10.705,413.0,,,
1983-06-14,,,,,,8.93,10.727,407.9,,,
1983-06-15,,,,,,9.1,10.663,408.25,,,
1983-06-16,,,,,,9.08,10.637,412.5,,,
1983-06-17,,,,,,9.02,10.706,415.5,,,
1983-06-20,,,,,,9.24,10.759,415.75,,,
1983-06-21,,,,,,9.43,10.748,414.75,,,
1983-06-22,,,,,,9.14,10.866,420.5,,,
1983-06-23,,,,,,9.06,10.856,420.5,,,
1983-06-24,,,,,,9.01,10.942,423.5,,,
1983-06-27,,,,,,9.0,11.052,419.5,,,
1983-06-28,,,,,,8.8,10.975,416.0,,,
1983-06-29,,,,,,8.43,10.943,414.85,,,
1983-06-30,,,,,,10.06,10.899000000000001,416.0,,,
1983-07-01,,7.76,,,,9.31,11.063,416.25,,,
1983-07-04,,8.73,,,,9.31,,416.0,,,
1983-07-05,,,,,,9.19,11.19,410.75,,,
1983-07-06,,,,,,9.27,11.107,411.65,,,
1983-07-07,,,,,,9.23,11.252,412.25,,,
1983-07-08,,,,,,9.14,11.229,426.0,,,
1983-07-11,,,,,,9.21,11.241,430.5,,,
1983-07-12,,,,,,9.22,11.387,429.0,,,
1983-07-13,,,,,,9.39,11.353,427.25,,,
1983-07-14,,,,,,9.25,11.354,426.25,,,
1983-07-15,,,,,,9.39,11.433,422.25,,,
1983-07-18,,,,,,9.54,11.354,422.4,,,
1983-07-19,,,,,,9.53,11.264,423.75,,,
1983-07-20,,,,,,9.49,11.276,428.25,,,
1983-07-21,,,,,,9.43,11.276,429.75,,,
1983-07-22,,,,,,9.48,11.594,423.5,,,
1983-07-25,,,,,,9.48,11.4,422.0,,,
1983-07-26,,,,,,9.49,11.48,425.5,,,
1983-07-27,,,,,,9.4,11.515,426.25,,,
1983-07-28,,,,,,9.45,11.63,425.5,,,
1983-07-29,,,,,,9.52,11.764,422.0,,,
1983-08-01,,5.57,,,,9.64,11.77,411.25,,,
1983-08-02,,6.89,,,,9.84,11.741,414.25,,,
1983-08-03,,,,,,9.63,,411.0,,,
1983-08-04,,,,,,9.64,11.924,414.0,,,
1983-08-05,,,,,,9.63,11.948,419.75,,,
1983-08-08,,,,,,9.74,12.02,408.5,,,
1983-08-09,,,,,,9.72,11.973,413.0,,,
1983-08-10,,,,,,9.6,11.973,408.25,,,
1983-08-11,,,,,,9.68,11.878,411.75,,,
1983-08-12,,,,,,9.67,11.668,412.4,,,
1983-08-15,,,,,,9.85,11.748,416.0,,,
1983-08-16,,,,,,9.67,11.705,420.2,,,
1983-08-17,,,,,,9.46,11.571,422.5,,,
1983-08-18,,,,,,9.59,11.646,421.5,,,
1983-08-19,,,,,,9.47,11.566,417.75,,,
1983-08-22,,,,,,9.37,11.512,421.75,,,
1983-08-23,,,,,,9.32,11.523,426.4,,,
1983-08-24,,,,,,9.17,11.517,424.0,,,
1983-08-25,,,,,,9.3,11.634,423.25,,,
