ticker,LF98TRUU Index,SPX Index,NG1 COMB Comdty,CCMP Index,XAU Curncy,CL1 COMB Comdty,HG1 COMB Comdty,INDU Index,SXXP Index,SHCOMP Index,LBUSTRUU Index
field,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
date,,,,,,,,,,,
1984-04-24,,158.07,,244.06,383.25,30.63,,1162.9,,,
1984-04-25,,158.65,,243.9,382.3,30.55,,1163.53,,,
1984-04-26,,160.3,,245.93,379.9,30.48,,1175.25,,,
1984-04-27,,159.89,,246.9,379.25,30.43,,1169.07,,,
1984-04-30,103.31,160.05,,247.44,375.8,30.26,,1170.75,,,193.43
1984-05-01,,161.68,,250.26,376.5,30.29,,1183.0,,,
1984-05-02,,161.9,,253.01,377.35,30.17,,1186.56,,,
1984-05-03,,161.2,,252.55,378.5,30.16,,1181.53,,,
1984-05-04,,159.11,,250.89,376.7,30.25,,1165.31,,,
1984-05-07,,159.47,,251.35,,30.16,,1166.56,,,
1984-05-08,,160.52,,252.42,371.5,30.22,,1176.3,,,
1984-05-09,,160.11,,252.6,372.6,30.34,,1165.52,,,
1984-05-10,,160.0,,252.91,371.75,30.34,,1167.19,,,
1984-05-11,,158.49,,250.57,372.5,30.36,,1157.14,,,
1984-05-14,,157.5,,248.87,372.55,30.59,,1151.07,,,
1984-05-15,,158.0,,249.0,373.25,30.6,,1150.86,,,
1984-05-16,,157.99,,248.68,375.25,30.98,,1153.16,,,
1984-05-17,,156.57,,246.12,376.5,30.73,,1142.27,,,
1984-05-18,,155.78,,244.61,375.6,30.75,,1133.79,,,
1984-05-21,,154.73,,243.15,380.75,30.93,,1125.31,,,
1984-05-22,,153.88,,240.8,379.5,30.67,,1116.62,,,
1984-05-23,,153.15,,239.58,378.55,30.6,,1113.8,,,
1984-05-24,,151.23,,235.39,375.65,30.75,,1103.43,,,
1984-05-25,,151.62,,235.23,384.2,30.88,,1107.1,,,
1984-05-29,,150.29,,232.61,385.6,30.71,,1101.24,,,
1984-05-30,,150.35,,231.93,386.4,30.81,,1102.59,,,
1984-05-31,99.37,150.55,,232.82,384.25,30.83,,1104.85,,,187.4
1984-06-01,,153.24,,235.9,393.75,30.7,,1124.35,,,
1984-06-04,,154.34,,238.75,391.0,30.75,,1131.57,,,
1984-06-05,,153.65,,238.43,393.75,30.73,,1124.89,,,
1984-06-06,,155.01,,239.49,391.65,30.55,,1133.84,,,
1984-06-07,,154.92,,239.89,392.2,30.4,,1132.44,,,
1984-06-08,,155.17,,240.35,386.0,30.37,,1131.25,,,
1984-06-11,,153.06,,238.12,382.5,30.15,,1115.61,,,
1984-06-12,,152.19,,237.04,375.0,30.17,,1110.53,,,
1984-06-13,,152.13,,237.78,374.0,30.1,,1110.53,,,
1984-06-14,,150.39,,235.62,375.6,30.18,,1097.61,,,
1984-06-15,,149.03,,235.64,368.0,30.03,,1086.9,,,
1984-06-18,,151.73,,236.82,367.9,29.79,,1109.65,,,
1984-06-19,,152.61,,237.87,370.6,29.87,,1115.83,,,
1984-06-20,,154.84,,238.35,370.0,29.74,,1131.63,,,
1984-06-21,,154.51,,239.75,370.75,29.34,,1127.21,,,
1984-06-22,,154.46,,241.11,374.25,29.26,,1131.07,,,
1984-06-25,,153.97,,240.85,369.25,29.55,,1130.52,,,
1984-06-26,,152.71,,238.88,369.5,29.36,,1122.79,,,
1984-06-27,,151.64,,237.2,369.35,29.25,,1116.72,,,
1984-06-28,,152.84,,238.32,372.9,29.56,,1126.55,,,
1984-06-29,100.93,153.18,,239.65,373.05,29.75,,1132.4,,,189.8
1984-07-02,,153.2,,237.91,370.0,29.59,,1130.08,,,
1984-07-03,,153.7,,238.29,368.25,29.5,,1134.28,,,
1984-07-04,,,,,369.0,,,,,,
1984-07-05,,152.76,,237.83,364.8,29.57,,1124.56,,,
1984-07-06,,152.24,,236.72,353.25,29.65,,1122.57,,,
1984-07-09,,153.36,,236.99,338.5,29.47,,1134.05,,,
1984-07-10,,152.89,,236.25,344.25,29.4,,1126.88,,,
1984-07-11,,150.56,,234.82,339.25,29.35,,1108.55,,,
1984-07-12,,150.03,,234.22,341.15,29.08,,1104.57,,,
1984-07-13,,150.88,,234.67,345.0,28.95,,1109.87,,,
1984-07-16,,151.6,,233.69,350.1,28.88,,1116.83,,,
1984-07-17,,152.38,,233.5,347.15,28.99,,1122.9,,,
1984-07-18,,151.4,,232.23,345.75,28.82,,1111.64,,,
1984-07-19,,150.37,,230.89,350.2,,,1102.92,,,
1984-07-20,,149.55,,229.37,342.0,,,1101.37,,,
1984-07-23,,148.95,,227.06,335.0,28.35,,1096.62,,,
1984-07-24,,147.82,,225.73,338.5,28.15,,1086.57,,,
1984-07-25,,148.83,,225.3,341.75,28.0,,1096.95,,,
1984-07-26,,150.08,,227.06,344.2,27.77,,1107.55,,,
1984-07-27,,151.19,,229.3,335.25,27.7,,1114.62,,,
1984-07-30,,150.19,,228.95,338.5,27.64,,1109.98,,,
1984-07-31,103.3,150.66,,229.7,342.35,27.6,,1115.28,,,198.34
1984-08-01,,154.08,,233.35,339.0,28.13,,1134.61,,,
1984-08-02,,157.99,,238.87,344.0,29.07,,1166.08,,,
1984-08-03,,162.35,,246.24,349.25,28.78,,1202.08,,,
1984-08-06,,162.6,,249.27,349.25,29.12,,1202.96,,,
1984-08-07,,162.71,,249.09,342.0,29.31,,1204.62,,,
1984-08-08,,161.75,,248.02,344.5,29.38,,1196.11,,,
1984-08-09,,165.54,,250.33,344.25,29.35,,1224.05,,,
1984-08-10,,165.42,,252.43,346.75,29.08,,1218.09,,,
1984-08-13,,165.43,,251.35,343.5,29.15,,1220.08,,,
1984-08-14,,164.42,,250.63,354.0,29.25,,1214.11,,,
1984-08-15,,162.8,,249.7,350.9,29.19,,1198.98,,,
1984-08-16,,163.77,,250.33,352.25,28.99,,1209.14,,,
1984-08-17,,164.14,,250.37,352.0,29.03,,1211.9,,,
1984-08-20,,164.94,,250.22,349.3,29.44,,1216.98,,,
1984-08-21,,167.83,,253.33,346.0,29.68,,1239.73,,,
1984-08-22,,167.06,,253.86,345.0,29.88,,1231.78,,,
1984-08-23,,167.12,,254.12,351.25,29.77,,1232.44,,,
1984-08-24,,167.51,,254.78,350.0,29.91,,1236.53,,,
1984-08-27,,166.44,,253.29,,29.86,,1227.92,,,
1984-08-28,,167.4,,254.37,349.75,29.87,,1232.11,,,
1984-08-29,,167.1,,254.81,350.5,29.75,,1226.92,,,
1984-08-30,,166.6,,254.56,347.25,29.28,,1223.28,,,
1984-08-31,105.95,166.68,,254.64,348.25,29.23,,1224.38,,,201.68
1984-09-03,,,,,344.5,,,,,,
1984-09-04,,164.88,,251.39,341.2,29.04,,1212.35,,,
1984-09-05,,164.29,,250.61,328.25,28.88,,1209.03,,,
1984-09-06,,165.65,,252.22,340.5,29.28,,1218.86,,,
1984-09-07,,164.37,,251.68,339.75,29.22,,1207.38,,,
1984-09-10,,164.26,,250.53,338.45,29.36,,1202.52,,,
1984-09-11,,164.45,,251.8,340.3,29.53,,1197.99,,,
1984-09-12,,164.68,,251.45,338.5,29.31,,1200.31,,,
1984-09-13,,167.94,,253.34,336.85,29.35,,1228.25,,,
1984-09-14,,168.78,,255.6,341.45,29.28,,1237.52,,,
1984-09-17,,168.87,,255.39,335.25,29.2,,1237.08,,,
1984-09-18,,167.65,,253.99,336.75,29.47,,1226.26,,,
1984-09-19,,166.94,,253.01,340.0,29.62,,1213.01,,,
1984-09-20,,167.47,,253.13,338.75,29.58,,1216.54,,,
1984-09-21,,165.67,,252.68,343.5,29.47,,1201.74,,,
1984-09-24,,165.28,,250.8,347.75,29.48,,1205.06,,,
1984-09-25,,165.62,,250.01,345.0,29.55,,1207.16,,,
1984-09-26,,166.28,,250.23,346.1,29.54,,1212.12,,,
1984-09-27,,166.96,,250.29,345.25,29.58,,1216.76,,,
1984-09-28,108.41,166.1,,249.94,343.75,29.66,,1206.71,,,206.47
1984-10-01,,164.62,,247.86,345.4,29.69,,1198.98,,,
1984-10-02,,163.59,,246.1,345.25,29.62,,1191.36,,,
1984-10-03,,162.44,,244.81,348.5,29.54,,1182.86,,,
1984-10-04,,162.92,,245.2,346.25,29.47,,1187.39,,,
1984-10-05,,162.68,,245.46,343.8,29.4,,1182.53,,,
1984-10-08,,162.13,,244.56,341.6,29.37,,1177.89,,,
1984-10-09,,161.67,,244.09,341.0,29.45,,1175.13,,,
1984-10-10,,162.11,,243.29,337.75,29.33,,1177.23,,,
1984-10-11,,162.78,,244.73,338.1,29.28,,1183.08,,,
1984-10-12,,164.18,,246.11,338.9,29.06,,1190.7,,,
1984-10-15,,165.77,,247.67,338.65,28.79,,1202.96,,,
1984-10-16,,164.78,,247.27,339.5,28.67,,1197.77,,,
1984-10-17,,164.14,,247.09,340.55,27.85,,1195.89,,,
1984-10-18,,168.1,,249.76,339.5,27.54,,1225.38,,,
1984-10-19,,167.96,,251.18,339.5,27.7,,1225.93,,,
1984-10-22,,167.36,,250.56,338.4,28.45,,1217.2,,,
1984-10-23,,167.09,,250.61,340.0,28.36,,1213.01,,,
1984-10-24,,167.2,,250.83,340.0,28.51,,1216.43,,,
1984-10-25,,166.31,,249.0,338.5,28.65,,1211.02,,,
1984-10-26,,165.29,,247.38,337.6,28.58,,1204.95,,,
1984-10-29,,164.78,,246.5,336.25,28.41,,1201.41,,,
1984-10-30,,166.84,,247.45,335.5,28.22,,1217.31,,,
1984-10-31,111.98,166.09,,247.03,333.5,28.46,,1207.38,,,215.23
1984-11-01,,167.49,,247.97,333.8,28.74,,1217.09,,,
1984-11-02,,167.42,,247.92,343.1,28.65,,1216.65,,,
1984-11-05,,168.58,,248.41,342.45,28.55,,1229.24,,,
1984-11-06,,170.41,,250.54,346.1,28.7,,1244.15,,,
1984-11-07,,169.17,,249.75,347.6,28.73,,1233.22,,,
1984-11-08,,168.68,,249.5,347.1,28.68,,1228.69,,,
1984-11-09,,167.6,,249.5,346.8,28.53,,1218.97,,,
1984-11-12,,167.36,,249.26,345.75,28.42,,1219.19,,,
1984-11-13,,165.97,,247.84,350.4,28.46,,1206.6,,,
1984-11-14,,165.99,,246.98,345.8,28.44,,1206.93,,,
1984-11-15,,165.89,,246.01,343.75,,,1206.16,,,
1984-11-16,,164.1,,245.12,345.0,,,1187.94,,,
1984-11-19,,163.1,,242.88,343.4,27.83,,1185.29,,,
1984-11-20,,164.18,,243.04,342.65,27.85,,1195.12,,,
1984-11-21,,164.52,,243.01,340.3,27.74,,1201.52,,,
1984-11-22,,,,,341.95,,,,,,
1984-11-23,,166.92,,245.45,341.5,,,1220.3,,,
1984-11-26,,165.55,,244.9,336.9,27.16,,1212.35,,,
1984-11-27,,166.29,,245.41,332.9,27.31,,1220.19,,,
1984-11-28,,165.02,,245.04,329.0,27.32,,1205.39,,,
1984-11-29,,163.91,,243.3,330.6,27.48,,1193.46,,,
1984-11-30,113.0,163.58,,242.53,329.0,27.31,,1188.94,,,219.08
1984-12-03,,162.82,,240.9,329.5,27.3,,1182.42,,,
1984-12-04,,163.38,,240.96,332.0,27.52,,1185.07,,,
1984-12-05,,162.1,,238.78,329.9,27.7,,1171.6,,,
1984-12-06,,162.76,,239.07,330.75,27.68,,1170.49,,,
1984-12-07,,162.26,,238.94,327.0,27.46,,1163.21,,,
1984-12-10,,162.83,,238.5,326.25,27.45,,1172.26,,,
1984-12-11,,163.07,,238.79,326.75,27.25,,1178.33,,,
1984-12-12,,162.63,,238.67,324.5,26.72,,1175.13,,,
1984-12-13,,161.81,,238.08,324.25,26.57,,1168.84,,,
1984-12-14,,162.69,,239.04,322.5,26.45,,1175.91,,,
1984-12-17,,163.61,,238.46,315.0,,,1176.79,,,
1984-12-18,,168.11,,243.44,309.0,,,1211.57,,,
1984-12-19,,167.16,,244.88,309.3,,,1208.04,,,
1984-12-20,,166.38,,244.49,307.5,,,1203.29,,,
1984-12-21,,165.51,,244.28,311.0,,,1198.98,,,
1984-12-24,,166.76,,245.82,,,,1210.14,,,
1984-12-26,,166.47,,246.06,,26.79,,1208.92,,,
1984-12-27,,165.75,,245.65,309.2,26.34,,1202.52,,,
1984-12-28,,166.26,,246.08,308.3,26.41,,1204.17,,,
1984-12-31,112.9,167.24,,247.35,309.0,,,1211.57,,,222.28
1985-01-02,,165.37,,245.91,305.5,25.92,,1198.87,,,
1985-01-03,,164.57,,246.41,302.3,25.84,,1189.82,,,
1985-01-04,,163.68,,246.19,303.15,25.18,,1184.96,,,
1985-01-07,,164.24,,246.04,298.25,25.56,,1190.59,,,
1985-01-08,,163.99,,246.0,302.0,25.48,,1191.7,,,
1985-01-09,,165.18,,247.34,300.5,25.43,,1202.74,,,
1985-01-10,,168.31,,250.65,303.8,25.76,,1223.5,,,
1985-01-11,,167.91,,252.16,304.25,25.77,,1218.09,,,
1985-01-14,,170.51,,255.46,299.0,26.12,,1234.54,,,
1985-01-15,,170.81,,257.78,301.8,25.91,,1230.79,,,
1985-01-16,,171.19,,260.24,302.4,25.62,,1230.68,,,
1985-01-17,,170.73,,261.16,305.5,25.69,,1228.69,,,
1985-01-18,,171.32,,263.05,308.0,25.68,,1227.36,,,
1985-01-21,,175.23,,266.41,307.25,25.97,,1261.37,,,
1985-01-22,,175.48,,268.42,306.9,25.55,,1259.5,,,
1985-01-23,,177.3,,270.72,300.25,25.38,,1274.73,,,
1985-01-24,,176.71,,272.34,300.85,25.28,,1270.43,,,
1985-01-25,,177.35,,274.0,298.25,25.25,,1276.06,,,
1985-01-28,,177.4,,275.03,297.75,25.23,,1277.83,,,
1985-01-29,,179.18,,276.17,303.25,25.38,,1292.62,,,
1985-01-30,,179.39,,278.58,302.9,25.67,,1287.88,,,
1985-01-31,117.19,179.63,,278.7,306.65,26.41,,1286.77,,,227.34
1985-02-01,,178.63,,278.43,,26.74,,1277.72,,,
1985-02-04,,180.35,,280.77,,26.52,,1290.08,,,
1985-02-05,,180.61,,282.72,301.25,26.78,,1285.23,,,
1985-02-06,,180.43,,284.46,302.05,27.07,,1280.59,,,
1985-02-07,,181.82,,287.2,302.85,27.21,,1290.08,,,
1985-02-08,,182.19,,288.35,301.65,27.59,,1289.97,,,
1985-02-11,,180.51,,287.43,,28.04,,1276.06,,,
1985-02-12,,180.56,,286.57,300.15,27.36,,1276.61,,,
1985-02-13,,183.35,,288.32,302.5,27.82,,1297.92,,,
1985-02-14,,182.41,,288.35,303.2,27.8,,1287.88,,,
1985-02-15,,181.6,,287.72,304.15,27.8,,1282.02,,,
1985-02-19,,181.33,,286.91,302.6,27.29,,1280.59,,,
1985-02-20,,181.18,,287.27,302.9,27.18,,1283.13,,,
1985-02-21,,180.19,,286.99,299.85,27.14,,1279.04,,,
1985-02-22,,179.36,,286.18,298.4,26.76,,1275.84,,,
1985-02-25,,179.23,,283.95,284.25,26.44,,1277.5,,,
1985-02-26,,181.17,,285.0,285.75,26.79,,1286.11,,,
1985-02-27,,180.71,,284.11,290.8,26.69,,1281.03,,,
1985-02-28,118.67,181.18,,284.17,287.75,26.73,,1284.01,,,222.69
1985-03-01,,183.23,,287.16,287.5,27.2,,1299.36,,,
1985-03-04,,182.06,,287.06,288.65,27.74,,1289.53,,,
1985-03-05,,182.23,,287.1,287.9,27.55,,1291.85,,,
1985-03-06,,180.65,,285.45,287.4,27.77,,1280.37,,,
1985-03-07,,179.51,,283.19,289.6,28.08,,1271.53,,,
1985-03-08,,179.1,,282.37,291.0,27.74,,1269.66,,,
1985-03-11,,178.79,,281.2,291.0,27.57,,1268.55,,,
1985-03-12,,179.66,,281.42,288.45,27.92,,1271.75,,,
1985-03-13,,178.19,,278.21,290.25,28.06,,1261.7,,,
1985-03-14,,177.84,,277.46,290.75,28.19,,1260.05,,,
1985-03-15,,176.53,,277.97,292.7,28.32,,1247.35,,,
1985-03-18,,176.88,,277.14,298.85,28.85,,1249.67,,,
1985-03-19,,179.54,,278.85,316.75,28.8,,1271.09,,,
1985-03-20,,179.08,,278.78,324.0,28.98,,1265.24,,,
1985-03-21,,179.35,,279.03,312.5,,,1268.22,,,
1985-03-22,,179.04,,278.91,315.5,,,1267.45,,,
1985-03-25,,177.97,,276.26,314.6,28.09,,1259.94,,,
1985-03-26,,178.43,,276.18,323.75,28.45,,1259.72,,,
1985-03-27,,179.54,,277.56,330.4,28.16,,1264.91,,,
1985-03-28,,179.54,,278.17,326.25,28.25,,1260.71,,,
1985-03-29,119.18,180.66,,279.2,329.25,28.29,,1266.78,,,227.23
1985-04-01,,181.27,,280.32,321.1,28.72,,1272.75,,,
1985-04-02,,180.53,,279.74,318.75,28.85,,1265.68,,,
1985-04-03,,179.11,,277.86,321.25,28.82,,1258.06,,,
1985-04-04,,179.03,,277.44,316.75,28.9,,1259.05,,,
1985-04-08,,178.03,,276.45,,29.09,,1252.98,,,
1985-04-09,,178.21,,276.63,323.1,29.05,,1253.86,,,
1985-04-10,,179.42,,278.76,327.25,29.24,,1259.94,,,
1985-04-11,,180.19,,280.12,332.25,28.94,,1263.69,,,
1985-04-12,,180.54,,280.63,329.9,28.68,,1265.68,,,
1985-04-15,,180.92,,281.07,334.25,29.14,,1266.78,,,
1985-04-16,,181.2,,282.28,330.5,29.04,,1269.55,,,
1985-04-17,,181.68,,283.33,327.35,28.95,,1272.31,,,
1985-04-18,,180.84,,283.11,329.75,29.02,,1265.13,,,
1985-04-19,,181.11,,282.81,327.0,29.31,,1266.56,,,
1985-04-22,,180.7,,281.82,327.75,28.49,,1266.56,,,
1985-04-23,,181.88,,282.57,326.65,28.32,,1278.71,,,
1985-04-24,,182.26,,283.07,322.0,27.93,,1278.49,,,
1985-04-25,,183.43,,283.97,322.5,27.87,,1284.78,,,
1985-04-26,,182.18,,284.14,323.5,27.94,,1275.18,,,
1985-04-29,,180.63,,282.11,322.5,27.66,,1259.72,,,
1985-04-30,121.36,179.83,,280.56,321.35,27.63,,1258.06,,,231.93
1985-05-01,,178.37,,279.63,312.5,27.33,,1242.05,,,
1985-05-02,,179.01,,279.01,313.25,27.36,,1242.27,,,
1985-05-03,,180.08,,280.31,312.75,27.29,,1247.24,,,
1985-05-06,,179.99,,279.85,,27.19,,1247.79,,,
1985-05-07,,180.76,,280.89,313.5,27.31,,1252.76,,,
1985-05-08,,180.62,,281.07,312.85,27.17,,1249.78,,,
1985-05-09,,181.92,,283.27,315.1,27.58,,1260.27,,,
1985-05-10,,184.28,,287.46,314.5,27.38,,1274.18,,,
1985-05-13,,184.61,,288.14,321.0,27.59,,1277.5,,,
1985-05-14,,183.87,,287.72,326.5,27.66,,1273.3,,,
1985-05-15,,184.54,,288.33,322.75,27.79,,1273.52,,,
1985-05-16,,185.66,,289.75,320.1,27.93,,1278.05,,,
1985-05-17,,187.42,,291.7,322.5,27.8,,1285.34,,,
1985-05-20,,189.72,,294.48,323.3,26.99,,1304.88,,,
1985-05-21,,189.64,,293.94,314.9,27.14,,1309.7,,,
1985-05-22,,188.56,,293.03,316.25,27.1,,1303.76,,,
1985-05-23,,187.6,,292.15,315.4,27.6,,1296.71,,,
1985-05-24,,188.29,,292.14,314.7,27.7,,1301.97,,,
1985-05-28,,187.86,,290.88,311.25,27.57,,1301.52,,,
1985-05-29,,187.68,,290.64,312.0,27.64,,1302.98,,,
1985-05-30,,187.75,,289.94,314.6,27.92,,1305.78,,,
1985-05-31,126.5,189.55,,290.8,314.0,27.84,,1315.41,,,244.05
1985-06-03,,189.32,,290.59,318.1,27.48,,1310.93,,,
1985-06-04,,190.04,,290.99,315.65,27.47,,1315.3,,,
1985-06-05,,190.16,,291.77,314.2,27.02,,1320.56,,,
1985-06-06,,191.06,,291.85,314.8,27.08,,1327.28,,,
1985-06-07,,189.68,,291.03,314.3,26.92,,1316.42,,,
1985-06-10,,189.51,,290.7,312.0,26.81,,1318.44,,,
1985-06-11,,189.04,,290.54,315.0,26.95,,1313.84,,,
1985-06-12,,187.61,,289.66,314.5,27.01,,1306.34,,,
1985-06-13,,185.33,,286.93,313.75,27.41,,1290.1,,,
1985-06-14,,187.1,,287.95,318.25,27.29,,1300.96,,,
1985-06-17,,186.53,,287.38,318.9,27.23,,1298.39,,,
1985-06-18,,187.34,,287.92,323.75,27.22,,1304.77,,,
1985-06-19,,186.63,,288.15,325.4,27.3,,1297.38,,,
1985-06-20,,186.73,,287.37,318.1,27.2,,1299.73,,,
1985-06-21,,189.61,,288.71,313.45,,,1324.48,,,
1985-06-24,,189.15,,289.97,314.65,26.89,,1320.56,,,
1985-06-25,,189.74,,292.3,315.5,26.75,,1323.03,,,
1985-06-26,,190.06,,293.4,316.75,26.94,,1323.81,,,
1985-06-27,,191.23,,295.34,315.0,27.09,,1332.21,,,
1985-06-28,128.1,191.85,,296.2,317.75,26.87,,1335.46,,,246.63
1985-07-01,,192.43,,296.48,313.9,26.68,,1337.14,,,
1985-07-02,,192.01,,296.91,308.25,26.94,,1334.01,,,
1985-07-03,,191.45,,297.33,310.35,26.91,,1326.39,,,
1985-07-05,,192.52,,298.58,311.6,,,1334.45,,,
1985-07-08,,191.93,,297.8,309.25,26.99,,1328.41,,,
1985-07-09,,191.05,,297.15,314.85,27.45,,1321.91,,,
1985-07-10,,192.37,,298.51,314.85,27.55,,1332.89,,,
1985-07-11,,192.94,,300.52,313.55,27.37,,1337.7,,,
1985-07-12,,193.29,,302.39,315.65,27.11,,1338.6,,,
1985-07-15,,192.72,,303.04,315.85,27.31,,1335.46,,,
1985-07-16,,194.72,,305.17,321.75,27.37,,1347.89,,,
1985-07-17,,195.65,,307.77,325.6,27.48,,1357.97,,,
1985-07-18,,194.38,,306.88,320.0,27.49,,1350.92,,,
1985-07-19,,195.13,,307.76,318.9,27.4,,1359.54,,,
1985-07-22,,194.35,,306.83,317.25,27.7,,1357.64,,,
1985-07-23,,192.55,,306.23,322.5,27.16,,1351.81,,,
1985-07-24,,191.58,,303.71,317.75,27.34,,1348.9,,,
1985-07-25,,192.06,,304.44,317.4,27.31,,1353.61,,,
1985-07-26,,192.4,,304.62,316.95,27.3,,1357.08,,,
1985-07-29,,189.6,,300.94,326.5,27.36,,1343.86,,,
1985-07-30,,189.93,,300.59,323.25,27.34,,1346.1,,,
1985-07-31,129.18,190.92,,301.29,327.5,27.12,,1347.45,,,245.77
1985-08-01,,192.11,,304.01,322.1,27.19,,1355.62,,,
1985-08-02,,191.48,,304.53,320.5,27.31,,1353.05,,,
1985-08-05,,190.62,,302.14,323.75,27.33,,1346.89,,,
1985-08-06,,187.93,,300.21,319.8,27.26,,1325.16,,,
1985-08-07,,187.68,,298.2,321.15,27.27,,1325.04,,,
1985-08-08,,188.95,,298.72,322.5,27.31,,1329.86,,,
1985-08-09,,188.32,,299.14,321.65,27.37,,1320.79,,,
1985-08-12,,187.63,,298.31,326.65,27.58,,1314.29,,,
1985-08-13,,187.3,,297.02,326.5,27.61,,1315.3,,,
1985-08-14,,187.41,,297.64,326.0,27.73,,1316.98,,,
1985-08-15,,187.26,,297.61,331.1,28.06,,1317.76,,,
1985-08-16,,186.1,,296.46,335.35,28.03,,1312.72,,,
1985-08-19,,186.38,,295.63,340.9,27.51,,1312.5,,,
1985-08-20,,188.08,,296.36,334.15,27.73,,1323.7,,,
1985-08-21,,189.16,,297.65,335.9,27.88,,1329.53,,,
1985-08-22,,187.36,,296.85,335.5,27.97,,1318.1,,,
1985-08-23,,187.17,,296.68,334.85,27.95,,1318.32,,,
1985-08-26,,187.31,,296.29,336.0,28.1,,1317.65,,,
1985-08-27,,188.1,,295.98,340.9,28.08,,1322.47,,,
1985-08-28,,188.83,,296.99,337.0,28.1,,1331.09,,,
1985-08-29,,188.93,,297.31,333.25,27.94,,1335.13,,,
1985-08-30,131.78,188.63,,297.71,,28.08,,1334.01,,,250.39
1985-09-03,,187.91,,296.56,328.2,28.28,,1329.19,,,
1985-09-04,,187.37,,295.58,326.0,28.27,,1326.72,,,
1985-09-05,,187.27,,295.28,325.75,27.97,,1325.83,,,
1985-09-06,,188.24,,296.19,317.4,27.75,,1335.69,,,
1985-09-09,,188.25,,296.06,319.35,27.64,,1339.27,,,
1985-09-10,,186.9,,294.5,321.65,27.89,,1333.45,,,
1985-09-11,,185.03,,291.43,320.75,27.88,,1319.44,,,
1985-09-12,,183.69,,289.93,319.25,28.04,,1312.39,,,
1985-09-13,,182.91,,287.21,321.3,28.01,,1307.68,,,
1985-09-16,,182.88,,285.38,319.3,27.92,,1309.14,,,
1985-09-17,,181.36,,281.07,317.6,28.08,,1298.16,,,
1985-09-18,,181.71,,281.04,316.25,28.1,,1300.4,,,
1985-09-19,,183.39,,283.59,316.3,28.2,,1306.79,,,
1985-09-20,,182.05,,284.35,319.15,28.72,,1297.94,,,
1985-09-23,,184.3,,286.09,327.45,28.05,,1316.31,,,
1985-09-24,,182.62,,284.12,329.9,28.23,,1321.12,,,
1985-09-25,,180.66,,281.82,328.5,28.42,,1312.05,,,
1985-09-26,,181.29,,280.2,329.25,28.9,,1320.79,,,
1985-09-27,,181.3,,,328.6,28.93,,,,,
1985-09-30,133.04,182.08,,280.33,326.5,29.08,,1328.63,,,251.9
1985-10-01,,185.07,,281.77,322.25,29.03,,1340.95,,,
1985-10-02,,184.06,,281.15,324.95,29.26,,1333.67,,,
1985-10-03,,184.36,,281.41,324.9,29.31,,1333.11,,,
1985-10-04,,183.22,,280.46,328.0,29.0,,1328.74,,,
1985-10-07,,181.87,,278.3,325.75,29.16,,1324.37,,,
1985-10-08,,181.87,,276.95,326.35,29.27,,1325.49,,,
1985-10-09,,182.52,,278.28,326.55,28.98,,1326.72,,,
1985-10-10,,182.78,,279.41,325.5,28.66,,1328.07,,,
1985-10-11,,184.28,,281.75,325.6,28.73,,1339.94,,,
1985-10-14,,186.37,,284.25,326.65,29.06,,1354.73,,,
1985-10-15,,186.08,,284.97,327.0,29.35,,1350.81,,,
1985-10-16,,187.98,,286.68,323.65,29.36,,1368.5,,,
1985-10-17,,187.66,,288.25,325.5,29.55,,1369.29,,,
1985-10-18,,187.04,,288.38,326.25,29.52,,1368.84,,,
1985-10-21,,186.96,,287.72,326.15,29.05,,1364.14,,,
1985-10-22,,188.04,,288.54,327.75,28.78,,1364.36,,,
1985-10-23,,189.09,,289.78,325.9,29.33,,1367.16,,,
1985-10-24,,188.5,,290.58,326.2,29.59,,1362.34,,,
1985-10-25,,187.52,,289.49,325.4,29.65,,1356.52,,,
1985-10-28,,187.76,,289.17,326.5,30.17,,1359.99,,,
1985-10-29,,189.23,,291.12,326.3,30.22,,1368.73,,,
1985-10-30,,190.07,,292.26,326.2,30.12,,1375.57,,,
1985-10-31,133.39,189.82,,292.54,325.1,30.38,,1374.31,,,257.18
1985-11-01,,191.53,,294.11,323.5,30.39,,1390.25,,,
1985-11-04,,191.25,,294.23,325.35,30.19,,1389.68,,,
1985-11-05,,192.37,,295.25,324.6,29.96,,1396.67,,,
1985-11-06,,192.76,,296.74,324.4,30.34,,1403.44,,,
1985-11-07,,192.62,,297.47,323.0,30.39,,1399.54,,,
1985-11-08,,193.72,,300.02,321.95,30.45,,1404.36,,,
1985-11-11,,197.28,,302.31,323.1,30.69,,1431.88,,,
1985-11-12,,198.08,,304.41,323.1,30.82,,1433.6,,,
1985-11-13,,197.1,,303.85,324.5,31.04,,1427.75,,,
1985-11-14,,199.06,,305.21,325.3,31.35,,1439.22,,,
1985-11-15,,198.11,,306.17,325.4,30.97,,1435.09,,,
1985-11-18,,198.71,,306.1,323.5,30.93,,1440.02,,,
1985-11-19,,198.67,,306.85,324.35,31.31,,1438.99,,,
1985-11-20,,198.99,,307.01,325.65,31.72,,1439.22,,,
1985-11-21,,201.41,,309.27,325.8,30.82,,1462.27,,,
1985-11-22,,201.52,,310.8,326.5,30.91,,1464.33,,,
